Brand,Model,Year of Fabrication,Kilometres,Location,PriceEuro,PriceLei
Dacia,Logan,2018,176 407 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","8 300","8 300"
Toyota,Corolla,2021,40 994 km,"Calea Bucuresti 241 - 500299 Brasov, Judet Brasov (Romania)","20 990","20 990"
Mercedes-Benz,GLE Coupe,2021,31 298 km,"Calea Bucuresti, Nr 95-97 - 321559 Otopeni, Judet Bucuresti - Ilfov (Romania)","86 790","86 790"
Lamborghini,URUS,2020,13 700 km,"Calea Bucuresti, Nr 95-97 - 321559 Otopeni, Judet Bucuresti - Ilfov (Romania)","309 899","309 899"
Porsche,Taycan,2021,29 093 km,"Calea Bucuresti, Nr 95-97 - 321559 Otopeni, Judet Bucuresti - Ilfov (Romania)","184 450","184 450"
Mercedes-Benz,GLE,2022,20 000 km,"Calea Bucuresti, Nr 95-97 - 321559 Otopeni, Judet Bucuresti - Ilfov (Romania)","109 489","109 489"
Renault,Megane,2022,37 067 km,"Bucuresti, Sector 1, Bulevardul Expozitiei, Nr. 22 - 012103 Bucuresti, Judet Bucuresti (Romania)","17 490","17 490"
Mercedes-Benz,S,2015,203 000 km,"Calea Clujului 197, Oradea, România - 410546 Oradea, Judet Bihor (Romania)","59 990","59 990"
Renault,Megane,2020,113 000 km,"SPLAIUL UNIRII 865H - 030352 Bucuresti, Judet Bucuresti (Romania)","13 950","13 950"
Volkswagen,Crafter,2023,5 km,"Calea Lugojului Nr 93 - 300447 Timisoara, Judet Timis (Romania)","42 483","42 483"
Volvo,V90,2019,130 000 km,"STR AUTOGARII, NR 2, SHOWROOM AUTO - 550135 Sibiu, Judet Sibiu (Romania)","31 989","31 989"
Jaguar,I-Pace,2019,11 500 km,"Centura Timisoara Nord 1+200 - 307200 Timisoara, Judet Timis (Romania)","65 500","65 500"
Mercedes-Benz,C,2016,71 000 km,"Strada - 607355 Bacau, Judet Bacau (Romania)","21 000","21 000"
Volvo,XC 60,2023,3 000 km,"GHEORGHE DOJA, NR 304 - 540237 Targu-Mures, Judet Mures (Romania)","70 210","70 210"
BMW,M5,2018,154 000 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","74 500","74 500"
Lamborghini,URUS,2020,24 600 km,"Calea Bucuresti, Nr 95-97 - 321559 Otopeni, Judet Bucuresti - Ilfov (Romania)","329 990","329 990"
Mercedes-Benz,EQA,2022,4 360 km,"Spl. Unirii - 166A - 40042 Bucuresti, Judet Bucuresti (Romania)","50 000","50 000"
Peugeot,3008,2020,170 000 km,"Galati, Judet Galati","15 600","15 600"
Ford,Mondeo,2004,315 000 km,"Oradea, Judet Bihor","1 990","1 990"
Renault,Laguna,2014,225 425 km,"Craiova, Judet Dolj","7 500","7 500"
Skoda,Kodiaq,2020,168 000 km,"Focsani, Judet Vrancea","25 900","25 900"
Audi,A3,2014,168 000 km,"Craiova, Judet Dolj","11 450","11 450"
Audi,Q3,2018,69 016 km,"Bucuresti - 212329 Bucuresti, Judet Bucuresti (Romania)","23 852","23 852"
Audi,A3,2014,159 000 km,"Resita, Judet Caras-Severin","11 990","11 990"
Volkswagen,Jetta,2017,63 318 km,"Bucuresti, Sectorul 6","9 850","9 850"
BMW,Seria 5,2018,119 912 km,"Bucuresti, Sectorul 3","36 980","36 980"
Dacia,Duster,2019,73 574 km,"Sos. de Centura nr 17A - .. Chiajna, Judet Bucuresti - Ilfov (Romania)","16 490","16 490"
Volkswagen,Polo,2011,202 738 km,"Str. Avram Iancu, Nr. 2 - 407280 Floresti, Judet Cluj (Romania)","5 490","5 490"
Land Rover,Range Rover Sport,2011,230 000 km,"Constanta, Judet Constanta","12 900","12 900"
Skoda,Superb,2022,24 301 km,"TRANSILVANIEI NR 510 - 120164 Buzau, Judet Buzau (Romania)","33 200","33 200"
Dacia,Duster,2013,245 000 km,"Bucuresti, Sectorul 2","5 900","5 900"
Volvo,S40,2012,179 000 km,"Sibiu, Judet Sibiu","7 490","7 490"
Audi,Q2,2017,170 716 km,"CALEA FLORESTI NR.145 - 400524 Cluj-Napoca, Judet Cluj (Romania)","19 589","19 589"
BMW,Seria 3,2009,270 000 km,"Bistrita, Judet Bistrita-Nasaud","5 200","5 200"
Volkswagen,Polo,2016,72 624 km,"Bucuresti, Sectorul 4","10 700","10 700"
Volkswagen,Golf,2010,176 319 km,"Iasi, Judet Iasi","8 500","8 500"
Mercedes-Benz,GLE Coupe,2016,190 000 km,"Brasov, Judet Brasov","39 500","39 500"
Volkswagen,Touareg,2008,298 416 km,"Nicolae Balcescu - 607355 Nicolae Balcescu, Judet Bacau (Romania)","4 490","4 490"
Mercedes-Benz,S,2017,67 935 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","84 900","84 900"
Audi,e-tron,2022,17 900 km,"Calea Chisinaului 23 - 705200 Iasi, Judet Iasi (Romania)","92 690","92 690"
Volvo,XC 60,2021,84 300 km,"Iasi,Strada Păcurari92(Langa OMV,Kaufland Pacurari - 700547 Iasi, Judet Iasi (Romania)","43 911","43 911"
Dacia,Duster,2021,49 722 km,"Sos. de Centura nr 17A - .. Chiajna, Judet Bucuresti - Ilfov (Romania)","18 790","18 790"
Mitsubishi,ASX,2011,205 377 km,"Bulevardul Sofia Vicoveanca nr 52 jud.Suceava - 720181 Suceava, Judet Suceava (Romania)","8 499","8 499"
Audi,A5,2010,130 000 km,"Constanta, Judet Constanta","11 500","11 500"
Renault,Megane,2015,186 000 km,"Cluj-Napoca, Judet Cluj","6 700","6 700"
Peugeot,208,2017,175 000 km,"Bucuresti, Sectorul 2","6 450","6 450"
Volkswagen,Passat,2016,390 000 km,"Bucuresti, Sectorul 3","11 500","11 500"
Nissan,Qashqai,2013,288 000 km,"Bucuresti, Sectorul 3","6 390","6 390"
Jaguar,F-Pace,2017,92 000 km,"Pucioasa, Judet Dambovita","27 500","27 500"
Lamborghini,URUS,2021,9 959 km,"Calea Bucuresti, Nr 95-97 - 321559 Otopeni, Judet Bucuresti - Ilfov (Romania)","325 499","325 499"
Kia,Stinger,2018,133 000 km,"Pitesti, Judet Arges","27 500","27 500"
Mitsubishi,Pajero Pinin,2002,98 200 km,"Str. Selimbar, DN.1, Km. 305-500 - 510170 Sibiu, Judet Sibiu (Romania)","3 900","3 900"
Isuzu,D-Max,2023,1 km,"S0S Giurgiului NR 48H JILAVA - 077120 Jilava, Judet Bucuresti - Ilfov (Romania)","36 600","36 600"
BMW,Seria 3,2017,140 350 km,"Argeșelu, Comuna Mărăcineni, România - 117450 Maracineni, Judet Arges (Romania)","17 300","17 300"
Nissan,X-Trail,2017,19 052 km,"BRASOVULUI, NR 67 - 530141 Miercurea-Ciuc, Judet Harghita (Romania)","21 790","21 790"
Audi,A7,2018,98 900 km,"Piata Montreal 10, intrarea E, Parter, - 212537 Bucuresti, Judet Bucuresti (Romania)","46 499","46 499"
Nissan,X-Trail,2017,19 052 km,"BRASOVULUI, NR 67 - 530141 Miercurea-Ciuc, Judet Harghita (Romania)","21 790","21 790"
Audi,A7,2018,98 900 km,"Piata Montreal 10, intrarea E, Parter, - 212537 Bucuresti, Judet Bucuresti (Romania)","46 499","46 499"
Toyota,C-HR,2022,35 000 km,"ion ratiu 9 - 557225 Sibiu, Judet Sibiu (Romania)","24 490","24 490"
Mercedes-Benz,B,2008,293 300 km,"Cluj-Napoca, Judet Cluj","4 900","4 900"
Opel,Insignia,2018,129 000 km,"SPLAIUL UNIRII 865H - 030352 Bucuresti, Judet Bucuresti (Romania)","13 850","13 850"
Dacia,Logan,2018,133 924 km,"Str. Beclean Nr. 298 - 535600 Odorheiu Secuiesc, Judet Harghita (Romania)","9 150","9 150"
Volvo,XC 60,2018,133 000 km,"Bulevardul Dorobantilor - 810012 Braila, Judet Braila (Romania)","25 500","25 500"
Renault,Talisman,2017,350 000 km,"Constanta - 907105 Cumpana, Judet Constanta (Romania)","10 000","10 000"
Audi,A4,2018,72 752 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","22 990","22 990"
Porsche,911,2017,63 000 km,"Str Gheorghe Doja nr 304 - 540237 Targu-Mures, Judet Mures (Romania)","90 000","90 000"
Jeep,Gladiator,2021,1 km,"Bd. Iuliu Maniu, Nr. 432-442 - 061334 Bucuresti, Judet Bucuresti (Romania)","69 989","69 989"
Hyundai,Elantra,2012,45 600 km,"Bucuresti, Sectorul 6","9 400","9 400"
Jeep,Grand Cherokee,2016,112 000 km,"Sos. Borsului Nr. 22 D - 410605 Oradea, Judet Bihor (Romania)","26 490","26 490"
Mercedes-Benz,GLE Coupe,2023,14 900 km,"Constanta, Judet Constanta","113 000","113 000"
Dacia,Duster,2019,73 590 km,"bulevardul Timisoara, nr 87, sec 6 , BUCURESTI - 030012 Bucuresti, Judet Bucuresti (Romania)","16 690","16 690"
Mercedes-Benz,EQE,2023,3 km,"Calea Radnei Nr.247 - 310316 Arad, Judet Arad (Romania)","141 255","141 255"
Renault,Clio,2020,67 365 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","12 349","12 349"
Dacia,Duster,2019,97 109 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","14 748","14 748"
Dacia,Duster,2019,115 505 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","14 748","14 748"
Audi,A5,2021,192 000 km,"Aleea Sinaia L150(LANGA RESTAURANT SOLARINO) - 13004 Aninoasa, Judet Dambovita (Romania)","27 370","27 370"
Toyota,Corolla,2020,57 500 km,"Soseaua de Centura 57 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","20 498","20 498"
Ford,Bronco,2023,1 km,"Centura Timisoara Km1 - 307200 Timisoara, Judet Timis (Romania)","84 600","84 600"
Audi,Q5,2020,47 900 km,"Selimbar, Sos. Sibiului, nr 28 - 557260 Selimbar, Judet Sibiu (Romania)","38 899","38 899"
Mercedes-Benz,C,2023,3 km,"Calea Radnei Nr.247 - 310316 Arad, Judet Arad (Romania)","77 350","77 350"
Mercedes-Benz,GLE,2022,8 000 km,"Calea Bucuresti, Nr 95-97 - 321559 Otopeni, Judet Bucuresti - Ilfov (Romania)","96 983","96 983"
Lamborghini,URUS,2021,7 846 km,"Calea Bucuresti, Nr 95-97 - 321559 Otopeni, Judet Bucuresti - Ilfov (Romania)","328 999","328 999"
Mercedes-Benz,GLB,2019,93 921 km,"Strada Padina 1, Bucharest, Romania - 015015 Bucuresti, Judet Bucuresti (Romania)","34 750","34 750"
Skoda,Octavia,2023,5 833 km,"Bulevardul Iuliu Maniu 516, Sector 6 - 061124 Bucuresti, Judet Bucuresti (Romania)","33 999","33 999"
Ford,Kuga,2013,147 000 km,"Piața Consiliul Europei 2 - 300088 Timisoara, Judet Timis (Romania)","7 500","7 500"
Ford,Kuga,2013,135 000 km,"Piața Consiliul Europei 2 - 300088 Timisoara, Judet Timis (Romania)","8 350","8 350"
Ford,F150,2017,136 000 km,"Piața Consiliul Europei 2 - 300088 Timisoara, Judet Timis (Romania)","19 990","19 990"
BMW,Seria 4,2018,168 500 km,"Argeșelu, Comuna Mărăcineni, România - 117450 Maracineni, Judet Arges (Romania)","22 499","22 499"
Dacia,Spring,2022,20 000 km,"Sos. Borsului Nr. 22 D - 410605 Oradea, Judet Bihor (Romania)","11 500","11 500"
BMW,X3,2011,187 000 km,"Barbu Vacarescu 162-164 - 020284 Bucuresti, Judet Bucuresti (Romania)","12 950","12 950"
Renault,Clio,2018,121 900 km,"Bucuresti, sector 6 - 077040 Bucuresti, Judet Bucuresti (Romania)","8 389","8 389"
Volkswagen,Passat CC,2010,153 000 km,"Piața Consiliul Europei 2 - 300088 Timisoara, Judet Timis (Romania)","7 200","7 200"
BMW,Seria 5,2008,237 000 km,"Salcea, Judet Suceava","8 000","8 000"
Renault,Clio,2014,141 000 km,"Strada Fagului , numarul 76 - 400483 Cluj-Napoca, Judet Cluj (Romania)","6 690","6 690"
Ford,Kuga,2017,135 000 km,"Piața Consiliul Europei 2 - 300088 Timisoara, Judet Timis (Romania)","12 300","12 300"
Volkswagen,Passat,2011,266 000 km,"Str. Fermei 9 - 407310 Gilau, Judet Cluj (Romania)","8 190","8 190"
Hyundai,Tucson,2017,130 000 km,"Cluj-Napoca, Judet Cluj","18 900","18 900"
Audi,Q5,2018,93 465 km,"TRANSILVANIEI NR 510 - 120164 Buzau, Judet Buzau (Romania)","32 800","32 800"
Jeep,Renegade,2019,102 370 km,"Strada Virgiliu 46, Bucharest, Romania - 010884 Bucuresti, Judet Bucuresti (Romania)","16 800","16 800"
Renault,Clio,2019,82 000 km,"STRADA DOAMNA CHIAJNA NUMARUL 100, - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","8 748","8 748"
Skoda,Fabia,2018,58 000 km,"Strada Fagului , numarul 76 - 400483 Cluj-Napoca, Judet Cluj (Romania)","9 490","9 490"
Honda,Civic,2016,90 666 km,"Lupeni, Judet Hunedoara","10 000","10 000"
Skoda,Octavia,2011,175 000 km,"Bucuresti, Sectorul 3","6 300","6 300"
Toyota,RAV4,2020,139 000 km,"Bucuresti, Sectorul 2","26 780","26 780"
Seat,Leon,2005,2 200 000 km,"Bucuresti, Sectorul 3","3 900","3 900"
Audi,Q3,2016,89 127 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","19 900","19 900"
Land Rover,Range Rover,2015,100 070 km,"Bucuresti, Sectorul 3","55 000","55 000"
Ford,Focus,2016,56 000 km,"Iasi, Judet Iasi","9 100","9 100"
Mercedes-Benz,C,2019,86 164 km,"Bulevardul Sofia Vicoveanca nr 52 jud.Suceava - 720181 Suceava, Judet Suceava (Romania)","29 450","29 450"
BMW,X5,2021,180 062 km,"STRADA DOAMNA CHIAJNA NUMARUL 100, - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","54 999","54 999"
Mazda,CX-5,2016,120 000 km,"Brasov, Judet Brasov","17 900","17 900"
Dacia,Duster,2019,89 297 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","15 749","15 749"
Peugeot,307,2007,118 000 km,"Bucuresti, Sectorul 6","2 500","2 500"
Ford,Kuga,2010,220 000 km,"Str. Fermei 9 - 407310 Gilau, Judet Cluj (Romania)","8 590","8 590"
Ford,Kuga,2013,221 000 km,"Bucuresti, Sectorul 5","10 700","10 700"
BMW,Seria 3,2015,170 000 km,"Sovata, Judet Mures","9 000","9 000"
Mercedes-Benz,C,2014,137 000 km,"Str. Principala nr. 171 - 117141 Bradu, Judet Arges (Romania)","16 850","16 850"
Nissan,Qashqai,2013,205 000 km,"Bozanta Mare, Judet Maramures","7 299","7 299"
Toyota,Yaris,2018,217 000 km,"Romanasi, Judet Salaj","9 499","9 499"
Skoda,Octavia,2009,177 000 km,"Bucuresti, Sectorul 3","3 900","3 900"
Dacia,Duster,2015,128 669 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","8 450","8 450"
BMW,Seria 5,2019,101 065 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","33 990","33 990"
Citroën,C5 Aircross,2023,12 590 km,"Calea Șagului nr. 201 - 300517 Timisoara, Judet Timis (Romania)","34 990","34 990"
Mercedes-Benz,A,2014,100 616 km,"Str.Tismana,Nr.100 - 210205 Targu Jiu, Judet Gorj (Romania)","18 500","18 500"
Dacia,Logan,2017,167 202 km,"SPLAIUL UNIRII NR. 955-963, SECTOR 3 - 030140 Bucuresti, Judet Bucuresti (Romania)","7 200","7 200"
Audi,A6,2023,100 km,"CALEA FLORESTI NR.145 - 400524 Cluj-Napoca, Judet Cluj (Romania)","67 905","67 905"
Dacia,Duster,2019,70 927 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","15 949","15 949"
Dacia,Duster,2019,72 996 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","15 949","15 949"
Dacia,Duster,2019,125 901 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","14 748","14 748"
Dacia,Sandero,2020,16 797 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","9 949","9 949"
Toyota,Auris,2017,26 238 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","18 249","18 249"
Dacia,Duster,2019,75 519 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","15 249","15 249"
Dacia,Duster,2019,93 940 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","15 749","15 749"
Dacia,Duster,2019,74 970 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","15 949","15 949"
Dacia,Duster,2019,136 053 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","15 249","15 249"
Renault,Megane,2018,177 988 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","12 349","12 349"
Dacia,Duster,2020,171 976 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","12 949","12 949"
Mercedes-Benz,E,2020,47 854 km,"str 23 august - 075100 Otopeni, Judet Bucuresti - Ilfov (Romania)","61 000","61 000"
BMW,Seria 3,2017,208 747 km,"STR. MIHAIL KOGALNICEANU NR.20 - 625400 Panciu, Judet Vrancea (Romania)","13 000","13 000"
Mercedes-Benz,C,2019,65 815 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","32 500","32 500"
Renault,Talisman,2017,104 923 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","17 900","17 900"
Kia,Sportage,2013,131 436 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","14 250","14 250"
Nissan,X-Trail,2014,186 142 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","13 300","13 300"
Mercedes-Benz,GLC Coupe,2023,5 000 km,"NICOLAE BALCESCU TIRIAC AUTO - 607160 Nicolae Balcescu, Judet Bacau (Romania)","76 406","76 406"
Toyota,Aygo,2021,82 900 km,"Soseaua de Centura 57 - 077040 Chiajna, Judet Bucuresti - Ilfov (Romania)","9 499","9 499"
Skoda,Superb,2011,244 993 km,"Calea Turzii 184, Cluj-Napoca, Romania - 400495 Cluj-Napoca, Judet Cluj (Romania)","6 999","6 999"
Porsche,Cayenne,2012,215 000 km,"Braila , Sos .RM. Sarat Nr.104 - 810166 Braila, Judet Braila (Romania)","21 900","21 900"
Renault,Kadjar,2019,136 320 km,"Argeșelu, Comuna Mărăcineni, România - 117450 Maracineni, Judet Arges (Romania)","16 660","16 660"
BMW,X5,2019,180 886 km,"SPLAIUL UNIRII NR. 955-963, SECTOR 3 - 030140 Bucuresti, Judet Bucuresti (Romania)","52 490","52 490"
Ford,Puma,2022,1 km,"Str. Traian, Nr 239 - 800186 Galati, Judet Galati (Romania)","24 450","24 450"
Ford,Puma,2022,1 km,"Str. Traian, Nr 239 - 800186 Galati, Judet Galati (Romania)","24 560","24 560"
Ford,Focus,2008,224 000 km,"Strada Principala, nr 701 - 123456 Sascut, Judet Bacau (Romania)","4 499","4 499"
Mercedes-Benz,GLE,2023,5 000 km,"Calea Radnei Nr.247 - 310316 Arad, Judet Arad (Romania)","130 888","130 888"
Opel,Corsa,2018,104 785 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","8 249","8 249"
Volkswagen,Tiguan,2013,168 070 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","15 250","15 250"
Mercedes-Benz,C,2022,29 459 km,"Calea Sagului Mercedes, 142 - 300517 Timisoara, Judet Timis (Romania)","48 374","48 374"
Hyundai,Grand Santa Fe,2014,172 127 km,"STR. RUBINULUI 8 - 707083 Valea Lupului, Judet Iasi (Romania)","15 750","15 750"
Ford,Fiesta,2018,71 000 km,"Sos. Bucuresti Nord, nr. 15-23 etaj. 1 Voluntari - 077190 Voluntari, Judet Bucuresti - Ilfov (Romania)","9 600","9 600"
Mercedes-Benz,CLA,2022,51 972 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","37 900","37 900"
Skoda,Octavia,2017,173 247 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","15 249","15 249"
Volkswagen,Tiguan,2012,176 090 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","13 300","13 300"
Audi,A3,2008,241 000 km,"Alba Iulia, Judet Alba","3 300","3 300"
Audi,A6,2020,72 000 km,"Focsani, Judet Vrancea","32 000","32 000"
Toyota,C-HR,2017,207 000 km,"Romanasi, Judet Salaj","15 999","15 999"
Mercedes-Benz,E,2011,191 000 km,"Bucuresti, Sectorul 4","10 500","10 500"
Audi,Q2,2023,161 km,"CALEA FLORESTI NR.145 - 400524 Cluj-Napoca, Judet Cluj (Romania)","36 735","36 735"
Renault,Megane,2010,193 000 km,"Bucuresti, Sectorul 3","4 500","4 500"
Renault,Megane,2016,158 000 km,"Str. CAPITAN IGNAT, Nr. 68/B - 310057 Arad, Judet Arad (Romania)","9 200","9 200"
Ford,Mustang Mach-E,2023,5 km,"Bld. Theodor Pallady Nr. 51G - 032266 Bucuresti, Judet Bucuresti (Romania)","51 629","51 629"
Volkswagen,Passat Alltrack,2021,50 100 km,"PRINCIPALA - 707318 Miroslava, Judet Iasi (Romania)","30 899","30 899"
Volkswagen,Passat,2019,113 696 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","21 500","21 500"
Maserati,Levante,2020,94 000 km,"Bucuresti, Sectorul 5","19 900","19 900"
Audi,A3,2018,140 000 km,"Ramnicu Valcea, Judet Valcea","16 000","16 000"
Mazda,CX-5,2012,217 000 km,"Bistrita, Judet Bistrita-Nasaud","9 450","9 450"
Volkswagen,Polo,2019,45 500 km,"Sos. Bucuresti Nord, nr. 15-23 etaj. 1 Voluntari - 077190 Voluntari, Judet Bucuresti - Ilfov (Romania)","9 300","9 300"
Mercedes-Benz,GLC Coupe,2019,48 504 km,"Bulevardul Expozitiei 2 - 012103 Bucuresti, Judet Bucuresti (Romania)","44 900","44 900"
Mercedes-Benz,GLC,2019,66 000 km,"Bucuresti, Sectorul 3","37 500","37 500"
Audi,A8,2014,169 000 km,"Timisoara, Judet Timis","26 900","26 900"
Audi,A6,2014,189 135 km,"DN65B - 110438 Pitesti, Judet Arges (Romania)","15 900","15 900"
Volkswagen,Golf,2019,198 000 km,"Oradea, Judet Bihor","13 990","13 990"
Audi,Q3,2020,167 018 km,"str Odai nr 93 - 077120 Jilava, Judet Bucuresti - Ilfov (Romania)","22 610","22 610"
Volkswagen,Passat,2006,151 733 km,"DN65B - 110438 Pitesti, Judet Arges (Romania)","4 490","4 490"
Volkswagen,Golf,2006,284 250 km,"DN65B - 110438 Pitesti, Judet Arges (Romania)","3 800","3 800"
BMW,Seria 5,2013,373 200 km,"DN65B - 110438 Pitesti, Judet Arges (Romania)","12 950","12 950"
BMW,Seria 5,2013,373 200 km,"DN65B - 110438 Pitesti, Judet Arges (Romania)","12 950","12 950"
Mercedes-Benz,E,2015,259 700 km,"DN65B - 110438 Pitesti, Judet Arges (Romania)","17 990","17 990"
Volkswagen,Golf,2019,50 000 km,"Voluntari, Judet Bucuresti - Ilfov","14 800","14 800"
Ford,Ranger,2019,129 000 km,"Constanta, Judet Constanta","30 900","30 900"
BMW,Seria 5,2014,197 000 km,"DN65B - 110438 Pitesti, Judet Arges (Romania)","17 950","17 950"
Porsche,Cayenne,2013,266 000 km,"DN65B - 110438 Pitesti, Judet Arges (Romania)","22 490","22 490"
Audi,A5,2020,59 989 km,"DN65B - 110438 Pitesti, Judet Arges (Romania)","37 900","37 900"
Audi,Q5,2011,308 300 km,"DN65B - 110438 Pitesti, Judet Arges (Romania)","11 500","11 500"
Audi,Q8,2020,58 600 km,"P-ta Montreal, Nr 10,Intrarea E - 324679 Bucuresti, Judet Bucuresti (Romania)","71 979","71 979"
Audi,SQ8,2019,100 000 km,"Suceava, Judet Suceava","87 500","87 500"
Nissan,LEAF,2018,115 428 km,"Strada Gladiolelor 39 - 077025 Bragadiru, Judet Bucuresti - Ilfov (Romania)","15 920","15 920"
Seat,Cordoba,2009,254 000 km,"Strada Gladiolelor 39 - 077025 Bragadiru, Judet Bucuresti - Ilfov (Romania)","2 190","2 190"
Porsche,Taycan,2022,6 650 km,"Bucuresti, Sectorul 1","119 000","119 000"
Ford,Focus,2019,80 000 km,"Splaiul Unirii 697 ( Starleasing pe waze ) - 031502 Bucuresti, Judet Bucuresti (Romania)","12 990","12 990"
Renault,Megane,2013,210 900 km,"Pitesti, Judet Arges","6 500","6 500"
Audi,A5,2018,105 900 km,"Argeșelu, Comuna Mărăcineni, România - 117450 Maracineni, Judet Arges (Romania)","24 500","24 500"
Volkswagen,Polo,2018,15 800 km,"Str. Selimbar, DN.1, Km. 305-500 - 510170 Sibiu, Judet Sibiu (Romania)","11 900","11 900"
Opel,Combo,2013,116 000 km,"Brasov, Judet Brasov","6 490","6 490"
Opel,Insignia,2019,126 122 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","15 249","15 249"
Mazda,3,2011,191 000 km,"Cluj-Napoca, Judet Cluj","5 690","5 690"
Skoda,Octavia,2018,114 493 km,"Splaiul Independenței 319, Sema Parc - Paris - 060044 Bucuresti, Judet Bucuresti (Romania)","13 849","13 849"
